OECD,Year,Central Government Debt (Percent of GDP),"Inflation, consumer prices (annual %)","Current account balance (BoP, current US$)",Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)","GovernmentExpenditure_Agriculture, forestry, fishing and hunting",GovernmentExpenditure_Communication,GovernmentExpenditure_Defence,GovernmentExpenditure_Education,GovernmentExpenditure_Environment protection,GovernmentExpenditure_Fuel and energy,"GovernmentExpenditure_General economic, commercial and labour affairs",GovernmentExpenditure_General public services,GovernmentExpenditure_Health,GovernmentExpenditure_Housing and community amenities,"GovernmentExpenditure_Mining, manufacturing and construction",GovernmentExpenditure_Other industries,GovernmentExpenditure_Public order and safety,GovernmentExpenditure_RandD Economic affairs,"GovernmentExpenditure_Recreation, culture and religion",GovernmentExpenditure_Social protection,GovernmentExpenditure_Total function,GovernmentExpenditure_Transport,Imports of goods and services (% of GDP),"Labor force participation rate for ages 15-24, total (%)",GDP (current US$),Net migration,Population growth (annual %),Population ages 15-64 (% of total population),Profit tax (% of commercial profits),Urban population (% of total population),Social Spending,Real interest rate (%),Tax revenue (% of GDP),"Labor force, total","Unemployment, total (% of total labor force)",Reelection Frequency (Years),LongInterestRate,DebtQuantile,Central Government Debt (Percent of GDP)_lag1,"Inflation, consumer prices (annual %)_lag1","Current account balance (BoP, current US$)_lag1",Exports of goods and services (% of GDP)_lag1,"Foreign direct investment, net inflows (BoP, current US$)_lag1","GovernmentExpenditure_Agriculture, forestry, fishing and hunting_lag1",GovernmentExpenditure_Communication_lag1,GovernmentExpenditure_Defence_lag1,GovernmentExpenditure_Education_lag1,GovernmentExpenditure_Environment protection_lag1,GovernmentExpenditure_Fuel and energy_lag1,"GovernmentExpenditure_General economic, commercial and labour affairs_lag1",GovernmentExpenditure_General public services_lag1,GovernmentExpenditure_Health_lag1,GovernmentExpenditure_Housing and community amenities_lag1,"GovernmentExpenditure_Mining, manufacturing and construction_lag1",GovernmentExpenditure_Other industries_lag1,GovernmentExpenditure_Public order and safety_lag1,GovernmentExpenditure_RandD Economic affairs_lag1,"GovernmentExpenditure_Recreation, culture and religion_lag1",GovernmentExpenditure_Social protection_lag1,GovernmentExpenditure_Total function_lag1,GovernmentExpenditure_Transport_lag1,Imports of goods and services (% of GDP)_lag1,"Labor force participation rate for ages 15-24, total (%)_lag1",GDP (current US$)_lag1,Net migration_lag1,Population growth (annual %)_lag1,Population ages 15-64 (% of total population)_lag1,Profit tax (% of commercial profits)_lag1,Urban population (% of total population)_lag1,Social Spending_lag1,Real interest rate (%)_lag1,Tax revenue (% of GDP)_lag1,"Labor force, total_lag1","Unemployment, total (% of total labor force)_lag1",Reelection Frequency (Years)_lag1,LongInterestRate_lag1,Overall Deficit (USD),Overall Deficit (USD)_lag1
Estonia,2022,18.921089418441,19.39826341,-1495897722.0,86.66383666,1877817161.0,152.0,15.0,757.0,2198.0,206.0,75.0,272.0,1427.0,2414.0,171.0,4.0,31.0,679.0,85.0,763.0,5012.0,15422.0,1097.0,87.90015752,44.748,38376046175.0,39754.0,1.336551511,63.1367948,7.7,69.609,17.187,-1.769,20.75888505,736004.0,5.571,5.0,2.285833333333333,1,17.846595508289,4.653166738,-1387160436.0,79.54619179,7554905496.0,152.0,15.0,757.0,2198.0,206.0,75.0,272.0,1427.0,2414.0,171.0,4.0,31.0,679.0,85.0,763.0,5012.0,15424.0,1097.0,80.84848984,40.287,37204563051.0,7043.0,0.105996956,63.18470553,7.7,69.415,18.437,-1.486,21.43873521,703723.0,6.178,5.0,0.0633333333333333,-7966423890.203172,-7976172334.541388
Estonia,2023,19.98888607001,9.15922508,-722668450.6,77.857703,5350805152.0,152.0,15.0,757.0,2198.0,206.0,75.0,272.0,1427.0,2414.0,171.0,4.0,31.0,679.0,85.0,763.0,5012.0,15422.0,1097.0,77.00154162,44.075,41291245222.0,5717.0,1.577451336,63.11761445,7.7,69.81,17.187,5.609,20.75888505,757348.0,6.345,5.0,3.900833333333333,1,18.921089418441,19.39826341,-1495897722.0,86.66383666,1877817161.0,152.0,15.0,757.0,2198.0,206.0,75.0,272.0,1427.0,2414.0,171.0,4.0,31.0,679.0,85.0,763.0,5012.0,15422.0,1097.0,87.90015752,44.748,38376046175.0,39754.0,1.336551511,63.1367948,7.7,69.609,17.187,-1.769,20.75888505,736004.0,5.571,5.0,2.285833333333333,-8571586709.348598,-7966423890.203172
Finland,2010,50.11400902505,1.184135232,3473908712.0,38.41304937,12221047445.0,2555.0,52.0,3735.0,16310.0,689.0,64.0,1865.0,19097.0,18282.0,1214.0,256.0,15.0,3619.0,1533.0,3045.0,56359.0,134457.0,5608.0,37.04815915,49.376,249430000000.0,14080.0,0.457494535,66.18349854,15.9,83.77,27.412,5.258,18.60088123,2678176.0,8.394,6.0,3.0108333333333337,3,50.11400902505,1.184135232,3473908712.0,38.41304937,12221047445.0,2555.0,52.0,3735.0,16310.0,689.0,64.0,1865.0,19097.0,18282.0,1214.0,256.0,15.0,3619.0,1533.0,3045.0,56359.0,134457.0,5608.0,37.04815915,49.376,249430000000.0,14080.0,0.457494535,66.18349854,15.9,83.77,27.412,5.258,18.60088123,2678176.0,8.394,6.0,3.0108333333333337,-46396043594.989,-46396043594.989
Finland,2011,51.934362973363,3.416807543,-4291694905.0,38.96739268,-6008929966.0,2756.0,50.0,3779.0,17706.0,668.0,89.0,1952.0,21976.0,20295.0,1402.0,276.0,21.0,3687.0,1617.0,3286.0,61931.0,147883.0,6189.0,39.74855177,50.515,275127000000.0,16798.0,0.463558707,65.69193917,13.7,84.313,27.071,6.356,20.05261693,2693385.0,7.781,6.0,3.0058333333333334,3,50.11400902505,1.184135232,3473908712.0,38.41304937,12221047445.0,2555.0,52.0,3735.0,16310.0,689.0,64.0,1865.0,19097.0,18282.0,1214.0,256.0,15.0,3619.0,1533.0,3045.0,56359.0,134457.0,5608.0,37.04815915,49.376,249430000000.0,14080.0,0.457494535,66.18349854,15.9,83.77,27.412,5.258,18.60088123,2678176.0,8.394,6.0,3.0108333333333337,-55170015498.0011,-46396043594.989
Finland,2012,57.666499201639,2.808336226,-5802965144.0,38.93491301,4930356141.0,2422.0,49.0,3844.0,16534.0,637.0,122.0,1773.0,21069.0,19919.0,1115.0,306.0,17.0,3513.0,1546.0,3083.0,60918.0,143197.0,6141.0,40.49546357,51.586,257443000000.0,17894.0,0.475809487,65.10750934,15.0,84.841,28.33,6.366,20.20181856,2700785.0,7.689,6.0,1.8833333333333333,3,51.934362973363,3.416807543,-4291694905.0,38.96739268,-6008929966.0,2756.0,50.0,3779.0,17706.0,668.0,89.0,1952.0,21976.0,20295.0,1402.0,276.0,21.0,3687.0,1617.0,3286.0,61931.0,147883.0,6189.0,39.74855177,50.515,275127000000.0,16798.0,0.463558707,65.69193917,13.7,84.313,27.071,6.356,20.05261693,2693385.0,7.781,6.0,3.0058333333333334,-52008024558.4208,-55170015498.0011
Finland,2013,60.554715374337,1.478286157,-5069853014.0,38.25019533,-4959133089.0,2376.0,58.0,3968.0,17271.0,693.0,210.0,1818.0,22449.0,21246.0,1074.0,287.0,16.0,3658.0,1626.0,4003.0,66754.0,154197.0,6460.0,39.23497644,51.807,270268000000.0,18164.0,0.460723773,64.50439075,14.1,85.125,29.438,4.624,20.72708689,2686369.0,8.193,6.0,1.860833333333333,3,57.666499201639,2.808336226,-5802965144.0,38.93491301,4930356141.0,2422.0,49.0,3844.0,16534.0,637.0,122.0,1773.0,21069.0,19919.0,1115.0,306.0,17.0,3513.0,1546.0,3083.0,60918.0,143197.0,6141.0,40.49546357,51.586,257443000000.0,17894.0,0.475809487,65.10750934,15.0,84.841,28.33,6.366,20.20181856,2700785.0,7.689,6.0,1.8833333333333333,-56018528998.8652,-52008024558.4208
Finland,2014,64.456710343794,1.041196212,-3837094070.0,36.80600423,17544672687.0,2320.0,57.0,3803.0,17427.0,692.0,186.0,1948.0,22685.0,21467.0,1080.0,282.0,20.0,3531.0,1550.0,3960.0,69326.0,157433.0,6910.0,37.82176775,52.053,273479000000.0,15915.0,0.413560208,63.93195762,14.6,85.175,30.174,4.458,20.73595492,2690304.0,8.663,6.0,1.4483333333333333,3,60.554715374337,1.478286157,-5069853014.0,38.25019533,-4959133089.0,2376.0,58.0,3968.0,17271.0,693.0,210.0,1818.0,22449.0,21246.0,1074.0,287.0,16.0,3658.0,1626.0,4003.0,66754.0,154197.0,6460.0,39.23497644,51.807,270268000000.0,18164.0,0.460723773,64.50439075,14.1,85.125,29.438,4.624,20.72708689,2686369.0,8.193,6.0,1.860833333333333,-56708324722.66681,-56018528998.8652
Finland,2015,68.331717009249,-0.20792884,-2128014136.0,35.78157113,17579437753.0,1790.0,42.0,3062.0,14529.0,554.0,337.0,1478.0,19620.0,17093.0,953.0,485.0,0.0,2907.0,1259.0,3413.0,59262.0,132492.0,5708.0,36.18025424,52.176,233211000000.0,12655.0,0.329383886,63.43392702,11.8,85.225,30.528,5.005,20.58689198,2699852.0,9.376,6.0,0.7233333333333333,3,64.456710343794,1.041196212,-3837094070.0,36.80600423,17544672687.0,2320.0,57.0,3803.0,17427.0,692.0,186.0,1948.0,22685.0,21467.0,1080.0,282.0,20.0,3531.0,1550.0,3960.0,69326.0,157433.0,6910.0,37.82176775,52.053,273479000000.0,15915.0,0.413560208,63.93195762,14.6,85.175,30.174,4.458,20.73595492,2690304.0,8.663,6.0,1.4483333333333333,-48010764163.4778,-56708324722.66681
Finland,2016,68.023335999779,0.356684501,-4732908176.0,35.33333024,5228087259.0,1789.0,39.0,3196.0,14565.0,546.0,283.0,1328.0,19104.0,17285.0,750.0,560.0,0.0,2857.0,1205.0,3482.0,61351.0,133984.0,5643.0,36.38887988,52.162,238778000000.0,17321.0,0.287421402,63.0282056,11.7,85.275,30.441,5.126,20.98721937,2694860.0,8.818,6.0,0.365,3,68.331717009249,-0.20792884,-2128014136.0,35.78157113,17579437753.0,1790.0,42.0,3062.0,14529.0,554.0,337.0,1478.0,19620.0,17093.0,953.0,485.0,0.0,2907.0,1259.0,3413.0,59262.0,132492.0,5708.0,36.18025424,52.176,233211000000.0,12655.0,0.329383886,63.43392702,11.8,85.225,30.528,5.005,20.58689198,2699852.0,9.376,6.0,0.7233333333333333,-50112728683.2986,-48010764163.4778
Finland,2017,66.043455397899,0.754015047,-1557880447.0,38.1663151,16909619227.0,1797.0,40.0,3179.0,14443.0,512.0,399.0,1463.0,19856.0,17926.0,827.0,182.0,0.0,2881.0,1272.0,3740.0,62749.0,137115.0,5849.0,37.77246713,53.216,253846000000.0,13356.0,0.234670532,62.65528114,11.7,85.325,29.574,2.91,20.88106237,2716296.0,8.64,6.0,0.5466666666666667,3,68.023335999779,0.356684501,-4732908176.0,35.33333024,5228087259.0,1789.0,39.0,3196.0,14565.0,546.0,283.0,1328.0,19104.0,17285.0,750.0,560.0,0.0,2857.0,1205.0,3482.0,61351.0,133984.0,5643.0,36.38887988,52.162,238778000000.0,17321.0,0.287421402,63.0282056,11.7,85.275,30.441,5.126,20.98721937,2694860.0,8.818,6.0,0.365,-53005604468.75019,-50112728683.2986
Finland,2018,64.843100804414,1.083820984,-4486287111.0,39.14922059,-10529085854.0,1921.0,50.0,3285.0,15298.0,546.0,383.0,1649.0,22068.0,19501.0,834.0,148.0,0.0,3059.0,1320.0,4183.0,66863.0,147178.0,6070.0,39.99439426,53.042,273869000000.0,11822.0,0.132641041,62.31534084,11.9,85.382,29.353,2.759,20.96418792,2749852.0,7.361,6.0,0.6616666666666667,3,66.043455397899,0.754015047,-1557880447.0,38.1663151,16909619227.0,1797.0,40.0,3179.0,14443.0,512.0,399.0,1463.0,19856.0,17926.0,827.0,182.0,0.0,2881.0,1272.0,3740.0,62749.0,137115.0,5849.0,37.77246713,53.216,253846000000.0,13356.0,0.234670532,62.65528114,11.7,85.325,29.574,2.91,20.88106237,2716296.0,8.64,6.0,0.5466666666666667,-57414264636.624794,-53005604468.75019
Finland,2019,64.877135638586,1.02409393,-413860399.0,40.61831811,16280099519.0,1858.0,3.0,3091.0,15066.0,519.0,369.0,1637.0,21473.0,19159.0,856.0,132.0,0.0,3152.0,1290.0,3992.0,64616.0,143231.0,6017.0,39.94583218,53.896,267015000000.0,15671.0,0.11019169,62.06249675,12.1,85.446,29.419,1.584,20.78459487,2758892.0,6.695,6.0,0.07,3,64.843100804414,1.083820984,-4486287111.0,39.14922059,-10529085854.0,1921.0,50.0,3285.0,15298.0,546.0,383.0,1649.0,22068.0,19501.0,834.0,148.0,0.0,3059.0,1320.0,4183.0,66863.0,147178.0,6070.0,39.99439426,53.042,273869000000.0,11822.0,0.132641041,62.31534084,11.9,85.382,29.353,2.759,20.96418792,2749852.0,7.361,6.0,0.6616666666666667,-55497842761.1305,-57414264636.624794
Finland,2020,74.738487132307,0.290554556,1430956572.0,36.21434343,-2535610877.0,1984.0,3.0,3797.0,15920.0,620.0,501.0,2322.0,22823.0,20735.0,893.0,114.0,143.0,3150.0,2224.0,4088.0,69344.0,155485.0,6822.0,35.97025217,52.239,270000000000.0,17504.0,0.143641197,61.84898687,12.1,85.517,31.0,0.827,20.00575328,2751103.0,7.759,6.0,-0.2191666666666666,3,64.877135638586,1.02409393,-413860399.0,40.61831811,16280099519.0,1858.0,3.0,3091.0,15066.0,519.0,369.0,1637.0,21473.0,19159.0,856.0,132.0,0.0,3152.0,1290.0,3992.0,64616.0,143231.0,6017.0,39.94583218,53.896,267015000000.0,15671.0,0.11019169,62.06249675,12.1,85.446,29.419,1.584,20.78459487,2758892.0,6.695,6.0,0.07,-54015378371.0,-55497842761.1305
Finland,2021,72.584814732072,2.194574323,961053435.7,39.92177325,23579233205.0,1871.0,2.0,3545.0,16932.0,685.0,422.0,3523.0,24056.0,22918.0,1193.0,130.0,13.0,3439.0,1758.0,4433.0,73300.0,165498.0,7277.0,39.86750494,52.901,294223000000.0,22484.0,0.207288594,61.67070469,12.1,85.596,30.342,-0.1,20.82978244,2799008.0,7.606,6.0,-0.0950760308333333,3,74.738487132307,0.290554556,1430956572.0,36.21434343,-2535610877.0,1984.0,3.0,3797.0,15920.0,620.0,501.0,2322.0,22823.0,20735.0,893.0,114.0,143.0,3150.0,2224.0,4088.0,69344.0,155485.0,6822.0,35.97025217,52.239,270000000000.0,17504.0,0.143641197,61.84898687,12.1,85.517,31.0,0.827,20.00575328,2751103.0,7.759,6.0,-0.2191666666666666,-61285845290.4412,-54015378371.0
Finland,2022,73.511974806397,7.123507733,-6320638268.0,46.09580496,13095645413.0,1871.0,2.0,3545.0,16932.0,685.0,422.0,3523.0,24056.0,22918.0,1193.0,130.0,13.0,3439.0,1758.0,4433.0,73300.0,165497.0,7277.0,48.03625378,53.919,280242000000.0,60353.0,0.271944527,61.55028667,12.1,85.681,29.02,-1.057,21.20026754,2844101.0,6.719,6.0,1.6553077,3,72.584814732072,2.194574323,961053435.7,39.92177325,23579233205.0,1871.0,2.0,3545.0,16932.0,685.0,422.0,3523.0,24056.0,22918.0,1193.0,130.0,13.0,3439.0,1758.0,4433.0,73300.0,165498.0,7277.0,39.86750494,52.901,294223000000.0,22484.0,0.207288594,61.67070469,12.1,85.596,30.342,-0.1,20.82978244,2799008.0,7.606,6.0,-0.0950760308333333,-59411888262.44679,-61285845290.4412
Finland,2023,75.825045980859,6.250643222,-1255514476.0,42.81538124,-260116463.7,1871.0,2.0,3545.0,16932.0,685.0,422.0,3523.0,24056.0,22918.0,1193.0,130.0,13.0,3439.0,1758.0,4433.0,73300.0,165497.0,7277.0,42.51829358,54.94,295532000000.0,38156.0,0.499192375,61.48711733,12.1,85.773,29.02,4.837,21.20026754,2878900.0,7.155,6.0,3.0375,3,73.511974806397,7.123507733,-6320638268.0,46.09580496,13095645413.0,1871.0,2.0,3545.0,16932.0,685.0,422.0,3523.0,24056.0,22918.0,1193.0,130.0,13.0,3439.0,1758.0,4433.0,73300.0,165497.0,7277.0,48.03625378,53.919,280242000000.0,60353.0,0.271944527,61.55028667,12.1,85.681,29.02,-1.057,21.20026754,2844101.0,6.719,6.0,1.6553077,-62653409169.3128,-59411888262.44679
France,2010,69.355932699474,1.531122704,-22031068188.0,27.82648809,38889439213.0,11193.0,1399.0,49350.0,149262.0,26293.0,6544.0,29506.0,183340.0,211050.0,37115.0,833.0,9995.0,44515.0,23001.0,41213.0,626230.0,1504631.0,51580.0,28.76106716,35.01,2646230000000.0,52644.0,0.492976371,64.68658958,6.6,78.369,30.983,5.258,21.94401403,29799068.0,9.279,5.0,3.115708333333333,3,69.355932699474,1.531122704,-22031068188.0,27.82648809,38889439213.0,11193.0,1399.0,49350.0,149262.0,26293.0,6544.0,29506.0,183340.0,211050.0,37115.0,833.0,9995.0,44515.0,23001.0,41213.0,626230.0,1504631.0,51580.0,28.76106716,35.01,2646230000000.0,52644.0,0.492976371,64.68658958,6.6,78.369,30.983,5.258,21.94401403,29799068.0,9.279,5.0,3.115708333333333,-580687577835.0691,-580687577835.0691
France,2011,70.760618577136,2.111597952,-29508603052.0,29.53884734,44205811127.0,11055.0,1797.0,51122.0,157014.0,28404.0,8981.0,25728.0,198621.0,227274.0,40080.0,633.0,9137.0,46905.0,24782.0,44214.0,679040.0,1612818.0,55678.0,31.06678815,33.981,2870410000000.0,70178.0,0.482667411,64.40128521,6.7,78.622,30.702,6.356,21.77653773,29821699.0,9.228,5.0,3.3201416666666668,3,69.355932699474,1.531122704,-22031068188.0,27.82648809,38889439213.0,11193.0,1399.0,49350.0,149262.0,26293.0,6544.0,29506.0,183340.0,211050.0,37115.0,833.0,9995.0,44515.0,23001.0,41213.0,626230.0,1504631.0,51580.0,28.76106716,35.01,2646230000000.0,52644.0,0.492976371,64.68658958,6.6,78.369,30.983,5.258,21.94401403,29799068.0,9.279,5.0,3.115708333333333,-625074303837.693,-580687577835.0691
France,2012,73.187465123583,1.954195316,-32875102690.0,30.35567865,32944663318.0,5758.0,5224.0,48212.0,147289.0,26992.0,10598.0,28183.0,186982.0,214813.0,35519.0,825.0,8593.0,43617.0,22630.0,42015.0,648516.0,1532572.0,51595.0,31.30327842,33.36,2683010000000.0,103287.0,0.483714919,63.98220232,5.8,78.878,31.177,6.366,22.53632128,30092466.0,9.841,5.0,2.535725,3,70.760618577136,2.111597952,-29508603052.0,29.53884734,44205811127.0,11055.0,1797.0,51122.0,157014.0,28404.0,8981.0,25728.0,198621.0,227274.0,40080.0,633.0,9137.0,46905.0,24782.0,44214.0,679040.0,1612818.0,55678.0,31.06678815,33.981,2870410000000.0,70178.0,0.482667411,64.40128521,6.7,78.622,30.702,6.356,21.77653773,29821699.0,9.228,5.0,3.3201416666666668,-604650221002.528,-625074303837.693
France,2013,76.067626098744,0.863715498,-16839875354.0,30.59128534,33461592994.0,5528.0,1728.0,49835.0,154453.0,28755.0,12232.0,28984.0,193120.0,226633.0,35768.0,644.0,8886.0,45881.0,23674.0,44922.0,687676.0,1609177.0,57992.0,31.22794853,35.309,2816080000000.0,116297.0,0.516915013,63.62621489,6.2,79.135,31.657,4.624,23.17629446,30373525.0,9.913,5.0,2.204341666666666,3,73.187465123583,1.954195316,-32875102690.0,30.35567865,32944663318.0,5758.0,5224.0,48212.0,147289.0,26992.0,10598.0,28183.0,186982.0,214813.0,35519.0,825.0,8593.0,43617.0,22630.0,42015.0,648516.0,1532572.0,51595.0,31.30327842,33.36,2683010000000.0,103287.0,0.483714919,63.98220232,5.8,78.878,31.177,6.366,22.53632128,30092466.0,9.841,5.0,2.535725,-652661383852.1681,-604650221002.528
France,2014,77.499734250023,0.507758823,-27546084274.0,30.7418129,5063648998.0,6124.0,234.0,48080.0,156770.0,29220.0,11808.0,43567.0,187846.0,233876.0,34302.0,522.0,9059.0,46629.0,23278.0,44017.0,699838.0,1634001.0,56374.0,31.45745404,34.366,2861240000000.0,52342.0,0.474847846,63.26605904,5.4,79.394,31.968,4.458,23.11874206,30376136.0,10.273,5.0,1.6669166666666666,3,76.067626098744,0.863715498,-16839875354.0,30.59128534,33461592994.0,5528.0,1728.0,49835.0,154453.0,28755.0,12232.0,28984.0,193120.0,226633.0,35768.0,644.0,8886.0,45881.0,23674.0,44922.0,687676.0,1609177.0,57992.0,31.22794853,35.309,2816080000000.0,116297.0,0.516915013,63.62621489,6.2,79.135,31.657,4.624,23.17629446,30373525.0,9.913,5.0,2.204341666666666,-661481061316.544,-652661383852.1681
France,2015,78.145495152909,0.037514381,-8170801719.0,31.69349473,43133325471.0,6238.0,291.0,42715.0,132849.0,24501.0,10313.0,46211.0,153199.0,197056.0,27351.0,292.0,7029.0,39575.0,19928.0,35007.0,593798.0,1385400.0,46859.0,31.81119247,34.868,2442480000000.0,-345.0,0.35556924,62.90341155,-0.2,79.655,31.778,5.005,23.1664227,30500320.0,10.354,5.0,0.840825,3,77.499734250023,0.507758823,-27546084274.0,30.7418129,5063648998.0,6124.0,234.0,48080.0,156770.0,29220.0,11808.0,43567.0,187846.0,233876.0,34302.0,522.0,9059.0,46629.0,23278.0,44017.0,699838.0,1634001.0,56374.0,31.45745404,34.366,2861240000000.0,52342.0,0.474847846,63.26605904,5.4,79.394,31.968,4.458,23.11874206,30376136.0,10.273,5.0,1.6669166666666666,-565833855762.96,-661481061316.544
France,2016,79.025916274306,0.183334861,-13306414664.0,31.49821007,35623357280.0,5455.0,344.0,47295.0,133739.0,23370.0,10755.0,42711.0,152048.0,200933.0,26834.0,612.0,7573.0,40290.0,19898.0,34823.0,604433.0,1401821.0,48644.0,31.84454637,34.908,2470410000000.0,15548.0,0.263868789,62.6321731,0.2,79.917,31.918,5.126,23.08869822,30570373.0,10.057,5.0,0.4675583333333333,3,78.145495152909,0.037514381,-8170801719.0,31.69349473,43133325471.0,6238.0,291.0,42715.0,132849.0,24501.0,10313.0,46211.0,153199.0,197056.0,27351.0,292.0,7029.0,39575.0,19928.0,35007.0,593798.0,1385400.0,46859.0,31.81119247,34.868,2442480000000.0,-345.0,0.35556924,62.90341155,-0.2,79.655,31.778,5.005,23.1664227,30500320.0,10.354,5.0,0.840825,-570384107875.702,-565833855762.96
France,2017,79.924013186247,1.032282751,-12287162188.0,32.31183404,43733253504.0,6124.0,453.0,46051.0,139974.0,24262.0,11409.0,44950.0,159922.0,210509.0,26579.0,946.0,8173.0,42396.0,21095.0,36647.0,627354.0,1466352.0,51371.0,33.08401411,34.964,2588870000000.0,102984.0,0.290202116,62.39807654,1.0,80.18,31.446,2.91,23.68667884,30556875.0,9.41,5.0,0.8093166666666667,3,79.025916274306,0.183334861,-13306414664.0,31.49821007,35623357280.0,5455.0,344.0,47295.0,133739.0,23370.0,10755.0,42711.0,152048.0,200933.0,26834.0,612.0,7573.0,40290.0,19898.0,34823.0,604433.0,1401821.0,48644.0,31.84454637,34.908,2470410000000.0,15548.0,0.263868789,62.6321731,0.2,79.917,31.918,5.126,23.08869822,30570373.0,10.057,5.0,0.4675583333333333,-613215856133.108,-570384107875.702
France,2018,80.826072544139,1.850815083,-20463239634.0,32.91798189,77493098693.0,6423.0,557.0,49097.0,148537.0,26889.0,11895.0,49926.0,162856.0,224025.0,28864.0,811.0,11827.0,45301.0,22083.0,39125.0,667133.0,1553015.0,55468.0,33.88427889,35.654,2781580000000.0,132925.0,0.358494582,62.17939556,0.3,80.444,30.989,2.759,24.25235722,30711584.0,9.018,5.0,0.7838083333333333,4,79.924013186247,1.032282751,-12287162188.0,32.31183404,43733253504.0,6124.0,453.0,46051.0,139974.0,24262.0,11409.0,44950.0,159922.0,210509.0,26579.0,946.0,8173.0,42396.0,21095.0,36647.0,627354.0,1466352.0,51371.0,33.08401411,34.964,2588870000000.0,102984.0,0.290202116,62.39807654,1.0,80.18,31.446,2.91,23.68667884,30556875.0,9.41,5.0,0.8093166666666667,-674597164945.076,-613215856133.108
France,2019,81.349498645203,1.108254923,15992675264.0,32.88955939,53499337504.0,5817.0,610.0,47481.0,143210.0,27165.0,12445.0,51440.0,151934.0,217197.0,28859.0,427.0,12029.0,44678.0,21165.0,39024.0,650040.0,1510485.0,54908.0,33.53941778,34.876,2722790000000.0,71972.0,0.332559129,61.98116662,0.2,80.709,30.739,1.584,24.56937461,30684205.0,8.415,5.0,0.1302833333333333,4,80.826072544139,1.850815083,-20463239634.0,32.91798189,77493098693.0,6423.0,557.0,49097.0,148537.0,26889.0,11895.0,49926.0,162856.0,224025.0,28864.0,811.0,11827.0,45301.0,22083.0,39125.0,667133.0,1553015.0,55468.0,33.88427889,35.654,2781580000000.0,132925.0,0.358494582,62.17939556,0.3,80.444,30.989,2.759,24.25235722,30711584.0,9.018,5.0,0.7838083333333333,-668970964458.619,-674597164945.076
France,2020,93.233260007628,0.476498853,-53041563680.0,28.55722282,19368829836.0,5865.0,717.0,50575.0,143178.0,27382.0,14300.0,64879.0,151908.0,235198.0,31489.0,716.0,12995.0,46741.0,22872.0,37530.0,716872.0,1622890.0,57326.0,30.2816679,33.847,2647930000000.0,145593.0,0.324557781,61.81340106,0.2,80.975,34.876,0.827,24.65461191,30434308.0,8.01,5.0,-0.145,4,81.349498645203,1.108254923,15992675264.0,32.88955939,53499337504.0,5817.0,610.0,47481.0,143210.0,27165.0,12445.0,51440.0,151934.0,217197.0,28859.0,427.0,12029.0,44678.0,21165.0,39024.0,650040.0,1510485.0,54908.0,33.53941778,34.876,2722790000000.0,71972.0,0.332559129,61.98116662,0.2,80.709,30.739,1.584,24.56937461,30684205.0,8.415,5.0,0.1302833333333333,-652835242258.463,-668970964458.619
France,2021,92.343978584231,1.64233141,7245173502.0,31.28804993,98012545019.0,5787.0,1251.0,51875.0,155015.0,30767.0,13382.0,77730.0,171495.0,272600.0,37148.0,705.0,12920.0,50546.0,24911.0,41658.0,732101.0,1746522.0,62276.0,32.5004327,37.759,2966430000000.0,131465.0,0.356902332,61.70403987,0.2,81.242,32.661,-0.1,23.90612217,31355965.0,7.874,5.0,0.0066666666666666,4,93.233260007628,0.476498853,-53041563680.0,28.55722282,19368829836.0,5865.0,717.0,50575.0,143178.0,27382.0,14300.0,64879.0,151908.0,235198.0,31489.0,716.0,12995.0,46741.0,22872.0,37530.0,716872.0,1622890.0,57326.0,30.2816679,33.847,2647930000000.0,145593.0,0.324557781,61.81340106,0.2,80.975,34.876,0.827,24.65461191,30434308.0,8.01,5.0,-0.145,-709156633365.531,-652835242258.463
France,2022,92.416035424461,5.222367484,-33068812755.0,36.50366889,109575000000.0,5787.0,1251.0,51875.0,155015.0,30767.0,13382.0,77730.0,171495.0,272600.0,37148.0,705.0,12920.0,50546.0,24911.0,41658.0,732101.0,1746524.0,62276.0,39.28647472,40.333,2796300000000.0,179377.0,0.326992499,61.59123512,0.2,81.509,31.633,-1.057,24.46860872,31724601.0,7.308,5.0,1.7008333333333334,4,92.343978584231,1.64233141,7245173502.0,31.28804993,98012545019.0,5787.0,1251.0,51875.0,155015.0,30767.0,13382.0,77730.0,171495.0,272600.0,37148.0,705.0,12920.0,50546.0,24911.0,41658.0,732101.0,1746522.0,62276.0,32.5004327,37.759,2966430000000.0,131465.0,0.356902332,61.70403987,0.2,81.242,32.661,-0.1,23.90612217,31355965.0,7.874,5.0,0.0066666666666666,-684213959113.36,-709156633365.531
